event_date,firm,car,group,direction,proc,dir_bank,dir_payments,dir_gate
2023-10-31,BAMI.MI,0.02595444578103444,bank,-1.0,False,-1.0,0.0,0.0
2023-10-31,BPE.MI,0.05119639308499873,bank,-1.0,False,-1.0,0.0,0.0
2023-10-31,MB.MI,0.015761332429995292,bank,-1.0,False,-1.0,0.0,0.0
2023-10-31,INGA.AS,-0.006296020421775735,bank,-1.0,False,-1.0,0.0,0.0
2023-10-31,ABN.AS,-0.012985508676109576,bank,-1.0,False,-1.0,0.0,0.0
2023-10-31,KBC.BR,-0.008028967015708745,bank,-1.0,False,-1.0,0.0,0.0
2023-10-31,EBS.VI,-0.011811191207758866,bank,-1.0,False,-1.0,0.0,0.0
2023-10-31,RBI.VI,0.0005251595454849388,bank,-1.0,False,-1.0,0.0,0.0
2023-10-31,BG.VI,0.008972693752106428,bank,-1.0,False,-1.0,0.0,0.0
2023-10-31,BIRG.IR,-0.020691264203561897,bank,-1.0,False,-1.0,0.0,0.0
2023-10-31,A5G.IR,0.0033678401856934224,bank,-1.0,False,-1.0,0.0,0.0
2023-10-31,ETE.AT,-0.01759666176661818,bank,-1.0,False,-1.0,0.0,0.0
2023-10-31,EUROB.AT,-0.03454029272175165,bank,-1.0,False,-1.0,0.0,0.0
2023-10-31,TPEIR.AT,-0.01316533536704054,bank,-1.0,False,-1.0,0.0,0.0
2023-10-31,BCP.LS,0.0268891460236637,bank,-1.0,False,-1.0,0.0,0.0
2023-10-31,NEXI.MI,0.04610318169936921,payments,0.0,False,0.0,0.0,0.0
2023-10-31,WLN.PA,0.0638497218769092,payments,0.0,False,0.0,0.0,0.0
2023-10-31,ADYEN.AS,0.01839649474913923,payments,0.0,False,0.0,0.0,0.0
2023-10-31,WISE.L,0.008305284906482706,payments,0.0,False,0.0,0.0,0.0
2023-10-31,SWED-A.ST,0.006551741331964095,control_bank,0.0,False,0.0,0.0,0.0
2023-10-31,SHB-A.ST,-0.00337836913250842,control_bank,0.0,False,0.0,0.0,0.0
2023-10-31,DANSKE.CO,0.009330510720871594,control_bank,0.0,False,0.0,0.0,0.0
2023-10-31,DNB.OL,-0.013292909049101524,control_bank,0.0,False,0.0,0.0,0.0
2023-10-31,LLOY.L,-0.005055617921776235,control_bank,0.0,False,0.0,0.0,0.0
2023-10-31,NWG.L,-0.01848338705819093,control_bank,0.0,False,0.0,0.0,0.0
2023-10-31,UBSG.SW,0.016393744780496905,control_bank,0.0,False,0.0,0.0,0.0
2023-10-31,MA,0.004377608045747361,payments,0.0,False,0.0,0.0,0.0
2023-10-31,V,0.01271737594043226,payments,0.0,False,0.0,0.0,0.0
2023-10-31,AXP,0.0035237489701170303,payments,0.0,False,0.0,0.0,0.0
2023-10-31,PYPL,-0.0009350812263171741,payments,0.0,False,0.0,0.0,0.0
2023-10-31,GPN,0.0318460061599995,payments,0.0,False,0.0,0.0,0.0
2023-10-31,AAPL,0.001505603083784425,device,0.0,False,0.0,0.0,0.0
2023-10-31,GOOGL,-0.0028369968605667616,device,0.0,False,0.0,0.0,0.0
2023-10-31,AMZN,0.010788788781590824,bigtech,0.0,False,0.0,0.0,0.0
2023-10-31,META,0.004284806845731036,bigtech,0.0,False,0.0,0.0,0.0
2024-02-09,DBK.DE,0.014510574909841875,bank,0.0,False,0.0,0.0,0.0
2024-02-09,CBK.DE,0.020287922219600275,bank,0.0,False,0.0,0.0,0.0
2024-02-09,BNP.PA,-0.014198203626300258,bank,0.0,False,0.0,0.0,0.0
2024-02-09,GLE.PA,-0.025021386387033627,bank,0.0,False,0.0,0.0,0.0
2024-02-09,ACA.PA,-0.013378461682262777,bank,0.0,False,0.0,0.0,0.0
2024-02-09,SAN.MC,0.006133901541332591,bank,0.0,False,0.0,0.0,0.0
2024-02-09,BBVA.MC,0.0060280486375262066,bank,0.0,False,0.0,0.0,0.0
2024-02-09,CABK.MC,-0.014569699244499664,bank,0.0,False,0.0,0.0,0.0
2024-02-09,SAB.MC,0.01956269177600716,bank,0.0,False,0.0,0.0,0.0
2024-02-09,BKT.MC,0.03068567236904829,bank,0.0,False,0.0,0.0,0.0
2024-02-09,UNI.MC,0.017609585401147654,bank,0.0,False,0.0,0.0,0.0
2024-02-09,ISP.MI,-0.002123489131039458,bank,0.0,False,0.0,0.0,0.0
2024-02-09,UCG.MI,0.01685176808589163,bank,0.0,False,0.0,0.0,0.0
2024-02-09,BAMI.MI,0.03595828462007977,bank,0.0,False,0.0,0.0,0.0
2024-02-09,BPE.MI,0.00034556486278969865,bank,0.0,False,0.0,0.0,0.0
2024-02-09,MB.MI,-0.030790058139551327,bank,0.0,False,0.0,0.0,0.0
2024-02-09,INGA.AS,0.022617859916238506,bank,0.0,False,0.0,0.0,0.0
2024-02-09,ABN.AS,0.023282203746935872,bank,0.0,False,0.0,0.0,0.0
2024-02-09,KBC.BR,0.04068153650096166,bank,0.0,False,0.0,0.0,0.0
2024-02-09,EBS.VI,0.017282862942730223,bank,0.0,False,0.0,0.0,0.0
2024-02-09,RBI.VI,0.015002379240024165,bank,0.0,False,0.0,0.0,0.0
2024-02-09,BG.VI,0.017324681852010942,bank,0.0,False,0.0,0.0,0.0
2024-02-09,BIRG.IR,0.02091383365797529,bank,0.0,False,0.0,0.0,0.0
2024-02-09,A5G.IR,0.004549653121118014,bank,0.0,False,0.0,0.0,0.0
2024-02-09,ETE.AT,-0.020217110811824646,bank,0.0,False,0.0,0.0,0.0
2024-02-09,EUROB.AT,-0.018945507317959343,bank,0.0,False,0.0,0.0,0.0
2024-02-09,TPEIR.AT,-0.011359838635772602,bank,0.0,False,0.0,0.0,0.0
2024-02-09,BCP.LS,0.011304880101568352,bank,0.0,False,0.0,0.0,0.0
2024-02-09,NEXI.MI,0.012830483620332546,payments,0.0,False,0.0,0.0,0.0
2024-02-09,WLN.PA,0.033286755552645035,payments,0.0,False,0.0,0.0,0.0
2024-02-09,ADYEN.AS,0.04848735888707502,payments,0.0,False,0.0,0.0,0.0
2024-02-09,WISE.L,0.007885527483812995,payments,0.0,False,0.0,0.0,0.0
2024-02-09,SWED-A.ST,0.013387198464121041,control_bank,0.0,False,0.0,0.0,0.0
2024-02-09,SHB-A.ST,0.006178396398587216,control_bank,0.0,False,0.0,0.0,0.0
2024-02-09,DANSKE.CO,0.014462904720164343,control_bank,0.0,False,0.0,0.0,0.0
2024-02-09,DNB.OL,-0.002329233708345666,control_bank,0.0,False,0.0,0.0,0.0
2024-02-09,LLOY.L,-0.008241690176145969,control_bank,0.0,False,0.0,0.0,0.0
2024-02-09,NWG.L,-0.043039556903733026,control_bank,0.0,False,0.0,0.0,0.0
2024-02-09,UBSG.SW,0.011096274354185472,control_bank,0.0,False,0.0,0.0,0.0
2024-02-09,MA,-0.0010416595276057064,payments,0.0,False,0.0,0.0,0.0
2024-02-09,V,-0.004961196767570383,payments,0.0,False,0.0,0.0,0.0
2024-02-09,AXP,0.001773662893036761,payments,0.0,False,0.0,0.0,0.0
2024-02-09,PYPL,0.06975923910009812,payments,0.0,False,0.0,0.0,0.0
2024-02-09,GPN,0.006056690911689179,payments,0.0,False,0.0,0.0,0.0
2024-02-09,AAPL,-0.010276796253113465,device,0.0,False,0.0,0.0,0.0
2024-02-09,GOOGL,0.005563671071586847,device,0.0,False,0.0,0.0,0.0
2024-02-09,AMZN,0.00980622133512635,bigtech,0.0,False,0.0,0.0,0.0
2024-02-09,META,-0.010755548069332016,bigtech,0.0,False,0.0,0.0,0.0
2024-02-20,DBK.DE,-0.008736031587237524,bank,0.0,False,0.0,0.0,0.0
2024-02-20,CBK.DE,-0.03036695564609656,bank,0.0,False,0.0,0.0,0.0
2024-02-20,BNP.PA,0.009147025713017752,bank,0.0,False,0.0,0.0,0.0
2024-02-20,GLE.PA,0.0012405689550785068,bank,0.0,False,0.0,0.0,0.0
2024-02-20,ACA.PA,0.002858389875398341,bank,0.0,False,0.0,0.0,0.0
2024-02-20,SAN.MC,0.009591774874075705,bank,0.0,False,0.0,0.0,0.0
2024-02-20,BBVA.MC,0.019424904565021474,bank,0.0,False,0.0,0.0,0.0
2024-02-20,CABK.MC,-6.0946399901569415e-05,bank,0.0,False,0.0,0.0,0.0
2024-02-20,SAB.MC,-0.023559746278902855,bank,0.0,False,0.0,0.0,0.0
2024-02-20,BKT.MC,0.0038597597392753015,bank,0.0,False,0.0,0.0,0.0
