LEI_Code,NSA,Period,Item,Label,ASSETS_FV,ASSETS_Stages,Exposure,Financial_instruments,Amount,Fin_end_year,n_quarters,Footnote,Row,Column,Sheet
2138009Y59EAR7H1UO97,LV,202303,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,102,31,40.12395646,0,1,,37,7,Liabilities
2138009Y59EAR7H1UO97,LV,202303,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,201,30,11.24822006,0,1,,38,7,Liabilities
2138009Y59EAR7H1UO97,LV,202303,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,201,31,10.98293283,0,1,,39,7,Liabilities
2138009Y59EAR7H1UO97,LV,202303,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,202,30,160.06640882,0,1,,40,7,Liabilities
2138009Y59EAR7H1UO97,LV,202303,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,202,31,117.89636058,0,1,,41,7,Liabilities
2138009Y59EAR7H1UO97,LV,202303,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,301,30,1622.84690628,0,1,,42,7,Liabilities
2138009Y59EAR7H1UO97,LV,202303,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,301,31,1375.68741831,0,1,,43,7,Liabilities
2138009Y59EAR7H1UO97,LV,202303,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,401,30,2000.66086291,0,1,,44,7,Liabilities
2138009Y59EAR7H1UO97,LV,202303,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,401,31,1868.01464606,0,1,,45,7,Liabilities
2138009Y59EAR7H1UO97,LV,202303,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,0,40,260.87723124,0,1,,46,7,Liabilities
2138009Y59EAR7H1UO97,LV,202303,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,0,41,260.87723124,0,1,,47,7,Liabilities
2138009Y59EAR7H1UO97,LV,202303,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,0,50,23.48407532,0,1,,48,7,Liabilities
2138009Y59EAR7H1UO97,LV,202303,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,0,0,4448.54507678,0,1,,49,7,Liabilities
2138009Y59EAR7H1UO97,LV,202306,2321214,TOTAL LIABILITIES,0,0,0,0,4354.13559063,0,2,,23,8,Liabilities
2138009Y59EAR7H1UO97,LV,202306,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,0,12,0.69345022,0,2,,31,8,Liabilities
2138009Y59EAR7H1UO97,LV,202306,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,0,21,0,0,2,,32,8,Liabilities
2138009Y59EAR7H1UO97,LV,202306,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,0,22,0,0,2,,33,8,Liabilities
